0/0	"The UK started vaccinating the elderly on Dec 8th. By January 8th, four weeks later, nursing home deaths had risen by 46%."
1/1	"The benefits far outweigh the risks".
0/0	"The vaccine should be tested on politicians first. If they survive, THE VACCINE IS SAFE.
0/0/0/0/0	"The vaccine should be tested on politicians first. If they survive, THE VACCINE IS SAFE. If they don't, then THE COUNTRY IS SAFE" by Polish Author.
0/1	"They're not the toxicity, they're immune system responding." Gimme a fucking break
1/1	"This suggests it is the vaccine, and not just the country's current lockdown, taking effect." Excellent research and reporting. Australian should follow suit
0/0	"Trust science!" Gets bells palsy!
0/-1	"Trust the government " 🤣
1/1	"Vaccination has greatly reduced the burden of infectious diseases. Only clean water, also considered to be a basic human right, performs better.1 Paradoxically, a vociferous antivaccine lobby thrives today in spite of the undeniable success of vaccination programmes against formerly fearsome diseases that are now rare in developed countries."
1/-1	"Vaccine hesitant" community?! Lol. Ok, that's a nice way to put it.
0/0	"Vaccines are UNAVOIDABLY UNSAFE" 2011 SUPREME COURT RULED! NO THANKS
1/1	"Vaccines are not 100 percent effective and has side effects" you know what else isnt 100 percent effective or has side effects? -surgery -over the counter medicine -prescription medicine -medical devices -airbags -seatbelts -bridges -safety devices -chemotherapy -physical therapy yet we still use all of this stuff for various reasons
0/0	"Vaccines are safe" so is Russian roulette until it isn't.
0/0	"Vaccines for population control" - He said that, never forget it people
1/0	"Wait so the Golden Gate Bridge is only 99.7% stable? I'll swim instead." "Wait so there's small chance of drowning in a pool? Guess I'll stay on land then." "Wait so there's a 1 in a billion chance that this plane might crash? Guess I'll not fly then." "Wait so there's a 0.001% of developing severe side effects from the COVID 19 vaccine? Guess I won't take it." Anti-Vaxx Logic
0/1	"We are not liable for any deaths or damages, but ... you MUST take it. It's safe."
0/0	"We ll make you invalids". Pf.zer. who wants my dose? For free
0/0	"What makes these vaccines more appealing". I am laughing my head off.
0/0	"You are not a patient, you are the entire Factory." you get what ı am saying
1/1	"don't worry, this will all be over when we have a vaccine"
0/0	"it should still protect"...that's dubitative, not a certain.
0/0	"its for your own safety" nazis would say…
1/1	"parents know their children best" As someone with parents they most certainly do not.
1/0	"provaccine"?? Lol, you misspelled "common sense"
1/-1	"the government is tracking you with them" while they're typing on Facebook
1/1	"the magic has started".. Corona hospital admissions and showing a steep decline after vaccination! Light at the end of the Tunnel at last..
0/1	"vaccine"
0/0	"when you get your shot" LMAO Im not taking no vaccine, if they make it mandatory; oh wait they cant because thats a human rights violation
1/1	#COVIDVaccination so relieved
1/1	#CovidVaccines have been subject to the same safety tests as any other clinical trial.
1/1	#IVaccinateBecause it's not just myself, but everyone else I encounter whom I can protect from COVID-19 and other diseases with the groundbreaking tools at our disposal. Spritze So fortunate to have been able to receive an extra dose of the Pfizer vaccine today! Next dose: Feb 26.
1/1	#UGANDA: The government announces a plan to procure 18 million doses of the Astra Zeneca #COVID19 Vaccine from the Serum Institute of India. The Vaccine will be used to vaccinate persons from the age of 50 years and above with underlying health conditions, health workers, etc
1/1	#Vaccination against #COVID19 is the first step towards resuming a safe and normal life,
1/1	#iamhere to thank for sharing these infos. Vaccines are the way out of this pandemic. And WHO is working to protect all of us
1/1	#iamhere to thank for sharing this information, in this difficult moment we are living, a complete and correct communication is essential. Vaccines have always helped humanity and will do so even now.
1/1	#vaccination is important but moves to make it mandatory do not sit right with me #ryanair #vaccineUK
1	& everyone who's saying it's the govt trying to track us.. Uhhh y'all got a cell phone right??
1/1	'I really hope that, as more people get vaccinated, we will move further along the path back to a more normal way of life.'
1/1	'm in my 30s and generally healthy, so I'll be one of the last people to get it, but when I can, definitely. It's the only way we're going to get back to anything that looks like a normal life.
1/-1	,u.s. capitol police to receive enough covid-19 shots to vaccinate all officers
0/-1	...Read, The Vaccine Papers, by Janine Roberts.
0/0	.but what about those mutations ⚠️ from the Covid19 ?
0/0	1 in 12 chance of dying in the next year for people 80 and over.
1/1	1 shot, and you don’t die. That should be the focus, that’s enough to get this out there ASAP, we’ll figure out logistics and booster shots along the way.
0/0	1 side effect no kids for men your sperm count goes to 0 and for women u cant produce kids so think of depopulation will work of they cam stop young peopel having kids I've heard that's what the idea is obviously so will still be able to produce a kid but like 90percent will struggle..I taught the vaccines would kills but it more on your dna u cant procreate
0/-1	1) You can still get Covid with the vaccine 2) you can still spread Covid 3) must still social distance 4) must still wear a mask..... What part is confusing to you
1/-1	1. Immunity takes time. 2. The vaccine is effective, but not 100%. 3. It's unclear how long immunity lasts. 4. Whether someone who has been vaccinated can still infect others is unknown
0/0/0/0	10% out of 43000 got the virus AFTER the vaccine? That’s 4300 people that got the virus. I don’t like those odds..
1/-1	10,000's will be now be put off by the story - shame BBC
0/0	100% of people SHOULD avoid rushed vaccines if they are advanced through approval processes without due diligence.
1/1	100% safe, for all we know they might do nothing at all ! But just feeling safe from receiving it is a blessing in itself
1/1	10000% yes
1/1/1/1	1000000% the doctors nurses and health workers should be priority to vaccination without them we would fail against covid !
0/0	13 #Israelis suffer Facial Paralysis after taking #Pfizer vaccine. So many cases of covid vaccine reaction has been reported from all over the world and yet people are eager to take vaccine. Unbelievable!
1/1	13k idiots (downvoted) who dont wanna take vaccine. Natural selection. Let the people who wanna be safe. Don’t take it. More for the smarter people.
0/0	14 obvious crucial questions about the Covid vaccines “They” originally promised the only way back to “normal” was a vaccine for coronavirus. “They” obviously lied. Fri Jan 29, 2021 - 8:26 pm EST January 29, 2021 (LifeSiteNews) - According to the government... If I get vaccinated: 1.- Can I stop wearing the mask? Government Response - No 2.- Can they reopen restaurants, pubs, bars etc and everyone work normally? Government Response - No 3.- Will I be resistant to covid? Government Response - Maybe, but we don't know exactly, it probably won't stop you getting it 4.- At least I won't be contagious to others anymore? Government Response - No you can still pass it on, possibly, nobody knows. 5.- If we vaccinate all children, will school resume normally? Government Response - No 6.- If I am vaccinated, can I stop social distancing? Government Response - No 7.- If I am vaccinated, can I stop disinfecting my hands? Government Response - No 8.- If I vaccinate myself and my grandfather, can we hug each other? Government Response - No 9.- Will cinemas, theatres and stadiums be reopened thanks to vaccines? Government Response - No 10.- Will the vaccinated be able to gather? Government Response - No 11.- What is the real benefit of vaccination? Government Response - The virus won't kill you. 12.- Are you sure it won't kill me? Government Response - No 13.- If statistically the virus won't kill me anyway ... Why would I get vaccinated?" Government Response - To protect others. 14.- So if I get vaccinated, the others are 100% sure I'm not infecting them? Government Response - No So to summarize, the Covid19 vaccine... Does not give immunity. Does not eliminate the virus. Does not prevent death. Does not guarantee you won’t get it. Does not prevent you from getting it. Does not stop you passing it on Does not eliminate the need for travel bans. Does not eliminate the need for business closures. Does not eliminate the need for lockdowns. Does not eliminate the need for masking. So...what is it actually doing? You haven’t forgotten that “they” originally promised the only way back to “normal” was a vaccine for coronavirus. “They” obviously lied. In addition, a number of prominent leaders have lately been insisting there will be no return to normal. They are now very open about saying that everything has permanently changed to a “new normal.” Klaus Schwab – founder of the World Economic Forum – makes it very clear in this excerpt from a talk by him. Everything that we are going through right now, including very dangerous, catastrophic lockdowns, will remain with us forever. Dr. Simone Gold talk below) that are not allowed to be used, is their excuse for this dramatic, imposed change on the entire world population for a virus and for the large majority of the population. Their supposed solution of the “experimental” covid vaccine, as you can see from the above list, is not really a medical solution at all. It is not only not effective, it is increasingly looking to be unusually dangerous for an alleged “vaccine”, which it is not. Dr. Gold has recently given one of the best talks to date on the virus and dangers of the “experimental” vaccines. Everyone should watch this talk. It should be promoted around the world. So, again, what is the real purpose of these vaccines? They have already told us – control of everyone to impose a New World Order/4th Industrial Revolution. We will all be required to have a vaccine passport or digital proof of vaccine, just as in Communist China, in order to enjoy already God-given rights and freedoms. Democracy and national sovereignty will be taken away and replaced by rule by a small, very powerful and wealthy elite. Everyone needs to stop watching all television and newspaper news and actively organize to oppose this world tyranny. Anyone who believes any of their propaganda and goes along with it is making the biggest mistake of their lives.
0/0	17% of test subjects had side effects from the vaccine. Not mild vaccine, most stage 3 and some stage 4. Stage 5 is death.
1/1	18% pop had first vaccine dose. This is massive achievement. My parents both had the vaccine now as have several other family members who are front line or clinically vulnerable. With every one we all do a little cheer.
0/0	181 deaths within the first 2 weeks of trial vaccines in the US alone! This was the very beginning. They're keeping the numbers hidden.
0/0	1984 probably
0/0	1million people - 8 people had reaction (I assume more).. Covid cases is 24.7million.. 41,000 deaths (Also assume numbers is lies).. That is a .0062% from 1million people that died from Covid. Yet soon, this Vax will become Mandatory.. lol Pfizer really wants this money.
1/-1	2 is rookie numbers. Estimates have 2m by next Monday. We may peak at 6.5. Probably mid March.
0/0	23 Norwegian elderly died after receiving the covid vaccin
0/0	23 died in Norway after taking vaccine
1/1	23 million people already have it in the uk with zero symptoms and are perfectly fine
0/0	23 people who took the vaccine died in Norway.
0/1	2:09 there are â€˜CURRENTLYâ€™ no reasons to be concerned about the vaccination.... I rest my case.
1/1	2nd dose! happy to report ZERO side effects from 1st dose, and nothing yet from 2nd dose!
1/-1	2st should be teacher
1/1	3 candidates for the vaccine and there al above 90% effective. Thank God
1/0	3 days post Covid vaccine shot. On day two I felt a little tired. Day 3 I felt like somebody punched me in the arm. Besides that nothing else.
0/0	30 people already died from the vaccine in barcelona
1/1	35 million doses administered in the U.S. so far. A third of the way to that 100-day goal!
0/-1	36k..u guys should just resign..Absolutely disgusting & hopeless..THIS GOVT IS THE WORST THING TO HAPPEN TO THIS COUNTRY.
1/1	4 hours since I had the COVID vaccine. I’ve had one severe side effect, I’m even sexier than before
1/1	4 people died. 1 from a heart attack and 1 other from old age. you can’t just blame that on the vaccine when their was 49.000 people in the test. Some of them were bound to have medical emergencies regardless
1/1/1/1	43,500 people tested in 6 countries and no safety concerns have been raised. Damn. This is definitely promising news!
1/1	48 hours after vaccination Most of the side effects are gone. Please don't be afraid of these minor effects, vaccine is the most effective way to win against Covid-19.
0/-1	4:30 Is he just said "SAVE" AFTER 2 WEEKS of using it.... wow naughty....
1/1/1	50% of Americans don’t want to take the vaccine. That’s a problem for 100% of America I fear.
1/-1	50% of what sky says is bollocks.
0/0	500k deaths soon. 8k deaths per diem soon. We don’t really have any matured vaccines yet. All vaccines are prematurely produced except the “china vaccines “. They are not really vaccines but are “revitalized medicine “- which could cure any diseases- but you won’t live for long. Ussually you could be able to be alive around 6months t up to 2 years
0/1	500k deaths soon. 8k deaths per diem soon. We don’t really have any matured vaccines yet. All vaccines are prematurely produced except the “china vaccines “. They are not really vaccines but are “revitalized medicine “- which could cure any diseases- but you won’t live for long. Ussually you could be able to be alive around 6months t up to 2 years.
0/0	55 dead in America 29 dead in Norway 10 dead in Germany ... from covid vaccine so far.
0/0	55 dead in America 29 dead in Norway 10 dead in Germany ... from covid vaccine so far. This guy's full of shi*
0/0	55 people have died from the vaccines that were considered healthy. You will have millions of people doing their research on what is happening to others who have taken it.
1/1	6 of the 7 important senior citizens in my life have now had at least one dose!! I’ll be so happy when they’re all fully vaccinated and I can stop worrying so much.
1/1	60 Million+ people globally have taken the vaccine already. Everything seems to be alright so far. Benefits clearly outweigh the risk.
0/0	60% healthcare workers dont want to have them
1/1	63 and 67 both with health conditions on the list. We want the vaccine, MO is 50th at getting out vaccines
0/0	7 billion people minus one, I don’t want a stupid vaccine, I thought it’s okay to be smart- don’t smart people question everything they are told?? This vaccine is phishy af that’s all I know
1/1/1	70% vaccinated would bring herd immunity.... let’s get vaccinated so we can all go back to a normal existence again.
0/-1	75 percent for herd immunity? I'll stay in the 25 percent. I'll donate mine.
1/1	75k excess deaths and a trashed economy. What choice do we have? No one wants deaths in 6 figures but that's where we're headed. I'll happily turn up when it's my turn.
0/0	8 months, 8 months. Your crazy if you think putting a “vaccine” in your body that was made in only 8 MONTHS will help you with anything. The world has seriously gone crazy.
1/1	8% is good when you consider everyone doubted it would come out at all.
0/0	8/9 months to study, produce, test, market and inject the first RNA-based vaccine. Innovative or experimental?
0/0	85% effective? I’ll take the 99.997% survivability instead.
1/1	9 million people, mainly over 80, have been vaccinated here in UK so far. They are not dying or suffering severe side effects. On the other hand, 100,000 out of a population of 65 million have died with Covid.
1/1	90% of people that get vaccinated don't get the virus I'm very pro vaccination
0/0	90% with no idea of immunity or transmission? I'll take the 99 % survival rate w/natural immunity without inserting man-made materials into my body at cell Level
1/1	95% effective is actually an amazing breakthrough in science
1/0	99% of dentists recommend this toothpaste, let's let our teeth rot"
0/0	99.7% recovery vs an unlicensed untested vax with a 76% chance of working. No, thank you!
1/1	@Marcos Aurélio If you don’t take the vaccine and get infected, you’re giving the virus another chance to mutate towards something new that the vaccine can’t protect other vaccinated people from. If the new virus that evolves in your body spreads again, the pharmaceutical company won’t have readily studied vaccine against it. In another sentence, the vaccine would be outdated, if there’s such a mutation. Therefore, by not taking the vaccine, you could be aiding the virus in its evolution and forcing everyone to go through the pandemic again. I hope this answers your questions.
0/0	@N S lool I have never gone to hospital and I won’t need one. I also never used what so called chemical drugs ( medicine) only natural remedies. I’m 53 and I still got the energy of a teenager. Good luck with your “hospital” also keep it up with them antibiotics that’s healthy as eff haha then wonder why you all kids nowadays got cancer ??
0/1	A 63 year old guy, I’m impatient with how this is going. With months til vaccines arrive for most, it becomes treatment as the priority. But the best treatment, the widely available monoClonal Antibody requires testing! ! How about we push testing! !
0/0	A 95% success rate, so basically they're just being more open about trying to kill us with the visrus. Cool, at least they're finally being more honest.
0/0	A Covid Test that pierces the blood/brain barrier inserting Quantum Dots ( Hydra Gel ) in the brain ~ No Thank you
0	A Diet packet with Essential Vitamins Minerals Proteins Will give the Body everything it needs to fight any Virus.. The Vaccine is Poison..
1/-1	A Vaccine for the Vaccine of Covid-19
0/0	A WASTE OF PEOPLES' MONEY! PLANDEMIC! THE WORLD DICTATORSHIP!
0/-1	A Whole Load Of Bs
1/1	A big "good luck" to all the anti-vaxxers out there that are going to lose their grandma over the following 3 years.
0/0	A big no to vaccination. Side effects include "death", and Pfizer has ZERO liability.
1/1	A big thank you to all the marvelous experts who developed this vaccine we can now see the end to this nightmare
1/1	A bridge isn't 100% safe, but you'll still cross over one. Vaccinate your child.
1/1	A brilliant vaccine. The best ever. Not only is it suitable for any variant but it’s got rid of the flu and common cold as well.
1/0	A care home has no covid-19 positive cases or deaths The care home residents then get vaccinated with a covid-19 vaccine The care home residents then quickly become ill with covid-19 & some die Nothing got to do with the vaccines whatsoever - just bad luck & natural causes
1/-1	A coalition of countries, led by India and South Africa, have petitioned the WTO to wave IPRs so generic #Covid_19 vaccines be produced. WHO has endorsed the idea, but US &EU, whose drug makers say patents, and profits that flow from them, are the lifeblood of innovation objected
1/1	A couple of our lovely volunteers supporting our pop up mosque clinic getting the vaccine out into the community #CovidVaccine
1/1	A covid-19 vaccine created in a year is an amazing achievement for science and humanity . I feel proud to live in these times.
0/-1	A coworker of mine lost a family member last week after he got the vaccine. He was 85 but she said he was in great shape for his age. The day after he got the shot he started feeling funny and his blood pressure went up to dangerous levels. He went to the ER and as the doctors were trying to bring his blood pressure down he got a brain aneurysm and died. Could have been coincidence but it's a strange situation.
1/1	A dedicated page in every passport should contain the vaccination information of everyone. No C-19 vaccination. No travel
0/0	A doctor in Miami died two weeks after taking the vaccine. The fact that no one is talking about it and the vaccine developer already said they don't think his death is vaccine related is troubling. As long as they lie, many aren't taking that crap!
0/0	A few prominent scientists are saying mRNA vaccines have the potential to make women infertile
0/0	A good mother always knows best. #Mama over big phrama.
1/1	A great challenge, this is the time for human beings to show their capacity to think about the collective, to show that we still have a chance to change for the better. In Brazil politicians still need to learn a lot.
0/0	A healthy immune system does what this vaccine does, but better, safer and without the same risk or lining of corporate pockets and interes
0/0	A healthy immune system does what this vaccine does, but better, safer and without the same risk or lining of corporate pockets and interest. Just like when they try to sell you a pill to burn fat, you're body can do that on its own already
0/0	A heathy doctor died after 2 weeks getting the vaccine
1/1	A late birthday present yesterday, first instalment of covid vaccine. No pain, no side effects, just lingering concern that I got called because someone else failed to show. Get the vaccination folks.
1	A little more hope. This is good news. Now we just need everyone to do this properly, wear a mask, keep your distance and only go out/do things of you really have to. If we all pulled together from the start we may not have been in the position we are now. Stay safe everyone
1/1	A lot of conspiracy theorists here... if only we had a vaccine to remove them.
0/-1	A lot of health care professionals have said they are going to wait a year.
1/1	A lot of these diseases were eradicated until the most recent dangerous trend of not vaccinating kids, and cases of measles were reported in the US.
0/0	A massive experiment on the human race
0/0	A miracle coz i ain't taking it
1/1/1	A miracle.
1/1	A must read on vaccine prospects. A good, safe, vaccine may be just a few months away.
0/0	A normal drug takes 7 years to approve for a reason.
1/-1	A normal, caring, competent president with an expert staff of professionals with experience doing things for all Americans. Wow! We are becoming great!
0/-1	A nurse in Nashville who got the vaccine and suffered Bell’s palsy
0/-1	A paramedic cousin of mine is still undecided on if hes taking the vaccine
1/1	A person having arthritis after vaccinating without any proof is not the vaccine's fault, that's just bad luck.
1	A pity they are protesting against the wrong thing, their time would be better spent challenging the so called climate change consensus.
0/0	A quick 10-20 billion for Pfizer.
0/0	A safe vaccine usually takes up to 15 years to develop. Long term side effects which may only occur years later need to be studied first.
1/1	A shame we have to wait six months to get it, but good news regardless.
1/1	A significant feature is... it is a single dose vaccine.. which will make vaccination campaign wide spread and relatively comfortable to do. Will add impetus to our war on pandemic .
1/1	A simple rule: love your vaccine, take it everytime they ask you to, wear as much masks as it possible to do it at once and stay self isolated forever. We can safe this world and become heroes for upcoming generations!
1/-1	A study that has been around for hundreds of years revolving around caring and benefiting human lives from possible foreign attacks from unknown or microscopic sources that has been refiend and renewed every year in hopes to increase humanity survival rate
0/0	A vaccine a preparation containing live, attenuated or inactivated (killed) microorganisms (or some part or product of them), that is used to stimulate an IMMUNE RESPONSE in the recipient, which gains IMMUNITY. Only due to the state of "emergency" are these allow to be called vaccine. There is no proof that either of these do either. Who will take the blame for all these deaths for with holding HCQ from us?? Follow the money!!
0/0	A vaccine conceived, developed, tested and approved in less than a year--what could possibly go wrong?
0/0/0/0/0	A vaccine for a reasonably healthy person with a 99.7% covid survival rate.. Seems a bit pointless to me.
0/0	A vaccine for a virus with 99.99% survival rate !? No thanks I will skip
0/0	A vaccine for a virus 🦠 😂😂 you don’t need a vaccine for a virus what you need is your own healthy immune system that can handle every Virus discussion closed 😉
0/0	A vaccine isn’t going to bring back “normal” viruses change all the time, you will need many shots like the flu shot. No thanks, I don’t need nor do I want this experimental shot
1/1	A vaccine protects an individual…Community vaccination protects the whole community even those who can't vaccinate
0/0	A vaccine that contains nanotechnology is something I will take my chances without
0/0	A vaccine that was developed in 6-9 months?... Nope
0/0/0/0/0/0	A vaccine that was made in a year is sus i don't trust it
1/1	A vaccine which reduces "a nasty virus which can cause death or serious illness" to "a nasty virus which leaves you bedbound for a few days" is still a pretty good vaccine i don't see why doomers are so keen to pretend otherwise
1/1	A vaccine would be better for the economy of affected countries.
0/0	A vaccine? No thanks.
1/1	A very excellent vaccine that has no shady ingredients and no shady manufacturing mechanic
0/0	A whole lot of us will not take these vaccines and should not be forced to take them or our children! This is our right!
0/0	ABSOLUTELY NOT.They are skipping steps necessary for safe vaccine trials. They are trying to rush this because of the hysteria the media has created.
0/0	ABSOLUTELY NOT.They are skipping steps necessary for safe vaccine trials. They are trying to rush this because of the hysteria the media has created. They will have no idea how effective it is, or if it can cause life-threatening side effects down the road.
1/1	ALL need to take it in order to save lives!!!!
1/1	ALL the vaccines are highly effective and safe. Take it when you are offered.
0/0	ANTIVAXX FOR LIFE
1/1	ARS-CoV-2 or COVID-19 is not a myth. It is a life-threatening disease that might affect to your underlying conditions. Better to study the true science of coronaviruses and listen to the experts how the #mRNA vaccines will save more lives than never.
0/-1	Abortion: Ofc its your choice Vaccine: Take this untested vaccine, or else
1/1	About time something was done about this pandemic
1/1/-1	About time. I can’t wait for this nightmare to be over.
1/1	Absolutely - Yes 100%! I will be taking the vaccine the very moment that my turn comes!
0/1	Absolutely getting it. My dad, friend, and niece got Moderna vaccine. Only side effect was 1 had a little soreness in arm. My healthy 43 yo cousin got Covid, it caused a blood clot in her leg, and they had to amputate.
1/1	Absolutely getting the vaccine. Here's why: I understand how it works, I know it doesn't contain ANY virus & therefore can't infect me, it won't change my DNA, & they're not implanting an RFID chip. Pfizer & Moderna were tested on 74K ppl, & millions more have been vaxxed safely.
1/1	Absolutely getting the vaccine. Here’s why: I understand how it works, I know it doesn’t contain ANY virus & therefore can’t infect me, it won’t change my DNA, & they’re not implanting an RFID chip. Pfizer & Moderna were tested on 74K ppl, & millions more have been vaxxed safely.
0/0	Absolutely not. Although SARS-CoV-2 appears to be a slightly nastier virus than usual, it’s not anything to panic about. The world has gone absolutely nuts about this, but if you study the science, dig into the situation, you’ll realize that what we have is panic and not a dangerous virus that calls for extreme measures. The “cure” has been far, far, far worse than the disease.
0/0	Absolutely not. I don’t get flu shots, pneumonia vaccines, or anything else, either. I never get the flu, but everyone I know who gets a flu shot ends up with the flu. And I have a couple of autoimmune diseases and have no idea what havoc the vaccine might cause in my body. Besides, I’ve had COVID already and it wasn’t that big of a deal.
0/0	Absolutely not. Not a wise decision. People need to wise up and do their due diligence. Turn off the programming and ask themselves some questions. Like: why would anyone trust ANY of those people in ANY situation? They absolutely do NOT have our best interest at heart. They want to bring the population down to less than 5% of what it is now and THEY'VE TOLD US SO. WAKE UP! .
0/0	Absolutely not. Not a wise decision. People need to wise up and do their due diligence. Turn off the programming and ask themselves some questions. Like: why would anyone trust ANY of those people in ANY situation? They absolutely do NOT have our best interest at heart. They want to bring the population down to less than 5% of what it is now and THEY'VE TOLD US SO. WAKE UP! 👊.
0/0	Absolutely not. Not unless they force me too. I will not take a vaccine with an MRNA component on moral grounds. I am allergic to some of the components. I react to even a flu vaccine.
1/-1	Absolutely yes. If there were substantial negative side effects we’d have seen them by now. That’s what such extensive trials are for.
1/1	Absolutely!! Thank you for looking out for healthcare professionals, CDC! Pharmacists have been excitedly getting vaccinated!
1/1	Absolutely, yes!Vaccines are probably the single greatest advance in preventative medicine ever made by the human race. Furthermore, they are getting safer and safer. Vaccines that don’t even contain a whole pathogen, dead or alive, are an awesome advance.
1/1/1	Absolutely. As soon as I can.The vaccine manufacturers have exercised great caution and subjected the vaccines to intense third party unbiased testing and review. The test data are extremely impressive and the good the vaccines will bring is far beyond the risks.
1/-1	Absolutely. Easy choice.
1/1	Absolutely. I don't want to contract Covid, nor do I want to be spreading it around. I will take the vaccine gladly, as often as needed.
1/1	Absolutely.I am male and I am in my 60’s. I am in one of the highest risk groups in the population
1/-1	Absolutely.I am male and I am in my 60’s. I am in one of the highest risk groups in the population.
1/1	Absolutely~!! The vaccine development was moving faster than normal because the scientific community made it their top priority all over the world! Thank you for protecting American lives, CDC!
1/1	According to health experts, there could be regular side effects expected after a vaccination, such as muscle aches. But similar to other types of vaccines, COVID-19 vaccines undergo trials and testing involving thousands of volunteers...
0/0	According to history vaccines don't work. When I came to this country I had to be vaccinated did it work? no, not even the flu shot works just to make money. One day judgement day will come when God judges all these greedy politicians.
1/1	According to the CDC's 2017 report, 91.5% of children aged 19-35 months were vaccinated against MMR, 92.7% against polio. Vaccination acceptance is way more universal than the internet's portrayal of vaccination rates
1/1	According to the WHO, "there is currently no evidence that people who have recovered from Covid-19 and have antibodies are protected from a second infection."
0/0	Active immunity AKA natural immunity is way safer than vaccines because there are no potential side effects having the sickness but then you conquer it and you never get again
0/0	Actually, mrna has NEVER been used on humans, a quick Google search will show you that. And yes, I know its been used in trials BUT never actually used on humans.
1/1	Actually, the vaccine does help stop you from becoming seriously ill with the virus, and substantially reduces your likelihood of infecting others.
0/0	Actually, COVID-19 caused less mortality than the flu up until around the 15-24 age range last year. Measles has been identified to have an IFR of around .5% in children, whereas COVID is estimated around 0.003% for 0-19.
0/0	Add another measure to the chart... deaths from corona vaccine...anyone who dies 28 days of having a vaccine..
1/1	Add to the number of people in the community who are protected from getting COVID-19 — making it harder for the disease to spread and contributing to herd immunity
1/1	Additionally mRNA vaccines have been USED in cancer therapy successfully.
1/1	Admittedly my plan was to wait on a vaccine so I could get the good one rather than the first one however with the 1st seemly to have a 90% effectiness perhaps the 1st is the correct choice. I have two risk factors and my county has a 15% positivity rate so might be of the essence.
0/0	Advance R.I.P. to those who will take covid vaccines.
0/0	Advance rip for takng vaccine
0/0	Afraid of vaccinations? No, i am afraid of vaccine that is not even a year old
0/0/0/0/0	Afraid of vaccines? No, I’m afraid of a vaccine that they complete in less than 6 months. Gee, what could go wrong?
0/0	After a few years, who knows what may happen!
1/1	After a frustrating few weeks of signing up for lists and having computer glitches, my parents in Michigan just got their first doses of the vaccine. I'm so happy I could scream.
