0	Did they actually made a pre fase testing on animals? Did they ever isolated the virus so that they can use RNA ie DNA? How do you explain so many sudden deaths after the vaccine? It seams that according to that those vaccines shouldn't pass the phase one. And last and not the least: is it possible that they lied about those results you are mentioning?
0	It's poison. Wake up America. I don't get any vaccinations and neither do my kids and we're are fine. They put stuff that kills you slowly
1	I mean talking about side effects just look at the ones for paracetamol which is effectively used in most of the world as far as I know
0	Don't take vaccines coz overpopulation is a problem.
0	Corona is fake and I won't be vaccinated
0	They like to tell us the reason for something is one thing when it really exists for a totally different reason. Like they say abortion gives women a choice but it’s really depopulation
1	1000000% the doctors nurses and health workers should be priority to vaccination without them we would fail against covid !
0	No thank you
1	Everyone who take the vaccine trails are HERO. Stay strong!
0	More doses of death juice in the vial. Problem solved. This guy's a genius!
1	Thank you so much for this video I'll be sleeping better tonight
0	I am NOT taking any vaccines related to Covid-19. As a matter of fact, I am not taking any more vaccines for as long as i am alive.
0	My question is, how is it acceptable that the virus vaccine had been discovered immediately and is not a threat to human life while HIV aids had been there for decades without a vaccine to immune rhe human body form HIV? 🤦♀️Fear the evil behind such vaccine. ⛔❌
0	LET THE GENOCIDE BEGIN! ⚠️☠️⚠️ ‼️‼️‼️‼️‼️‼️ First 1-MANIPULATION !!!⚠️☠️ Second. 2-CONTROL !!!⚠️☠️ Third 3-DEPOPULATION !!!⚠️☠️  THEY ARE PUSHING AN AGENDA !!!  Everything is a lie with an agenda! Don't get attached to any belief. 💉⚠️☠️⚠️💉💉☠️  Unfortunately, the news is totally controlled by the elite, I would not trust anything from the corrupt lying media. THE TRUTH IS CENSORED AND THE LIES ARE PROMOTED. I remembered that all these puppet celebrities came out saying that they had covid-19, now they are going to start promoting the vaccine. It's a manipulation! Look ... They are famous or governors, they want you to trust everything they say and do, they know that humans fall. Kamala Harris receives the Covid-19 vaccine at a public event! Questions! Is this some kind of manipulation? Why are they trying to promote a vaccine that is not even a year old? If it takes years to develop a vaccine. How come they haven't developed vaccines for more lethal viruses? What kind of experiment are they trying to impose on humans? Frankly I don't like this! Something is wrong! If you wake up! ... All you can do is wake up others. 🤔🤔 It's about promoting the sheep follower to their puppet leader⚠️☠️⚠️ DON'T LET THEM FOOL YOU‼ ️ Wake up!!! ‼️ Seek spiritual discernment‼️ What they are doing is very evil ‼️ 💉💉💉🐑⬅️2m➡️🐑⬅️ ‼️Dr. Fauci and some other ‼️corrupted‼️ government and leaders ‼️like George Soros are part and owners ‼️of the‼️ pharmaceutical ‼️‼️industry!!!‼️ ( Like Pfizer.... George Soros is a shareholder of Pfizer) ‼️‼️‼️‼️ ‼️Manipulation ‼️ Control ‼️ ‼️Depopulation ‼️ it's a worldwide war between the corrupt government against humanity ‼️ This year George Soros got super rich!‼️  It's not about your health ‼️ it's about the richest getting Rich and the poorest getting poor ‼️
0	Takes MRNA (Murder Right Now Anthony) to a whole new level. Also goes to show how pussified and stupid people are. They have been driven into a state of morbid fear (of absolutely nothing) to the point where they will stand in line, in the middle of the night, to get injected with a human pesticide containing an IGR, just so this poison doesn't go bad. Pure Darwin at work here. These pussified sheep will make the ultimate contribution to the gene pool. They'll remove themselves from it.
1	#iamhere  to  thank  for sharing this information, in this difficult moment we are living, a complete and correct communication is essential. Vaccines have always helped humanity and will do so even now.
1	Its fine, let those anti vaxxers catch the whooping cough and see how they like it lol
0	Sorry no vaccines here for me and my family not happening were passing on it won't be no side affects here were not taking it 👍
1	Thank you for this! Going to share! Dr Seema perfectly articulates what I explained to my family and friends who naturally have reservations about the vaccine.
0	I dont trust vaccines rushed, people will die regardless of what it offers.
1	My cousin is antivax and has had 3 children. All of them have autism.
0	I agree. Usually clinical trials take at least 9 years to gather robust safety data (observation for side effects) in a variety of various patient groups (elderly, children, pregnant women, patients with specific health conditions, etc.), but this vaccine as been rushed through by the health authorities and granted marketing authorisation (permission to be administered to patients) at such a breakneck speed, it is of a grave concern. That is why we do not need a similar situation as was seen in thalidomide.
1	"No amount of evidence will ever persuade an idiot”
1	Ugh I’m so pumped for the vaccine even though I despise getting stabbed by a needle.
1	Man, my friends and I cant wait to all get together for a post vaccination party.
0	I find it very amusing at the fact in every picture of health care workers getting vaccinated, we do not see the actual needle nor it going in. It has been revealed on numerous occasions, with the exact same discrepancies as this example. Propaganda at its finest.   all you want with those paid smiles, but you cannot deny nor hide the truth
0	NOOOOOO THANK YOU!!!!!!
1	ALL need to take it in order to save lives!!!!
1	And yet my mother is still convinced the vaccines are actively killing otherwise completely healthy people. I can’t fucking wait to get vaccinated and rub it in her face
1	So far all my grandparents, my mother in law, my step dad, 2 clinically vulnerable friends and my aunt and uncle have had the jab, which now is far more people than I know who’ve had covid. To me that feels like we’re slowly winning.
1	Phizer. Just sore arm
0	If they offer the Vaccine to me Iâ€™ll give it to these guys and theyâ€™ll have extra protection.
0	No vaccine for me ever! Cut my head off so I can be with Jesus Christ & God Almighty!!
0	UNICEF is the wing of yahudi. Do not believe in it. Why they participating in spreding fake corona vaccine.
0	they can shove that vaccine where the sun dont shine.... i refuse to take anything they have to offer
1	You don’t want the shot don’t get it, but the people who want it should have the option too. Don’t stop them it’s their right.
0	Thank You moderna got my first vaccine get my booster late this month.
0	Go to Life site News and listen to a Dr, informs you of that they are not telling us!
1	I got the vaccine, moderna one, and I was just very sleepy lol
0	LOL no just no couldn't pay me enough to get that shit
1	To anyone worried about long term side effects: I really don't think there's any real mechanism to cause long term harm. As far as the mRNA itself, it's literally just strains of mRNA that code for (relatively inert) proteins. Our body uses mRNA to code for proteins all the time, so that isn't new. There's no virus involved at any point so there's no risk of infection. The technology is pretty good at replicating how viruses work, and that process itself isn't associated with any long term effects. There HAVE been mRNA vaccines before, specifically the one for Ebola - which I believe was in stage 3 trials and got an emergency use authorization. I'm pretty good at examining potential consequences, and really the only thing outside of normal immune reaction side effects I can think is an excessive inflammatory reaction related to the delivery mechanism.
1	Getting mine Sunday morning after my 12 hr night shift in the COVID icu! Happy to be part of the solution!
1	It should be free once it is released, it is for the benefit of the society, not individuals.
1	As soon as I can. I can't afford to die/get severe complications from Covid-19. I am 51 and I need it! 2 friends have several severe complications from having it.
1	I want a choice in what vaccine I'll choose to be inoculated with. Soon a single shot, temperature stable, viral vector vaccine will be available -- a game changer for sure
0	I had a professor in med school who said “ Don’t ever be the first or the last to try a medication”. I’m planning on doing exactly that.
0	They are volunteering for vaccines for getting off loans... We know where we failed
0	Covid programs allowed on youtube still...hmmmm....sooo, this is the "information" they want us to believe....
1	I don't want to get COVID!
1	Who would have ever thought that the end of the human race will be at the hand of idiotic conspiracy theorists?
0	Why didnâ€™t you mention the nanoparticles/aluminum in the Phizer and Moderna vaccine.
0	We do not know whether the vaccine will prevent infection and protect against onward transmission.
1	Brother just got his second dose today and my SIL gets hers later this week. Just wish I could get the jab but I get to wait a bit longer.
0	I sure as heck am NOT taking that thing
0	Second shot is making people sick!
1	Yep. Lost my grandfather a few days ago to covid. I hope people can get this vaccine soon so no one has to deal with this any longer.
0	The only one getting immunity is the manufacturer.
0	Wow. Pfisor makes their own study.. aren't responsible for harm...and the ones making money on it. How dumb do people have to be to believe these Demon's.
1	When the vaccine is available, I will get it as soon as possible because I believe in the science behind it and believe the benefits greatly outweigh the risks.
1	To everyone who's afraid of microchip tracking through vaccines, wait till you find out about cellphones and social security numbers.
0	My mom has said that she doesn’t want to take the COVID 19 vaccine. She says this is because the vaccine has “killed almost everyone who took it”.
1	I'm definitely more scared of covid and would do it yearly if I had to.
1	Hoping for pfizers vaccine, but I'm happy to take any of them
1	when i was 5, i tripped and fell. I do not walk now to prevent myself from tripping, join me and levitate everywhere. Make sure your kids levitate too or they might trip
0	2:09 there are â€˜CURRENTLYâ€™ no reasons to be concerned about the vaccination.... I rest my case.
0	What people don't understand is that Western Medicine is built for profits not cures. Just imagine if every disease and illness known to man is cured. How will these pharmaceutical, CDC and FDA make their money??? So remember this when you go to a doctor or deal with insurance companies or medication all of this are made for profits only. No one ever in the history of medicine talks about boosting the immune system the frontline to fighting off bacteria and viruses. These drugs that put out in the markets are designed purposely to have side effects to keep you depending on Western Medicine.
0	This vaccine has not been tested on immunocompromised Cancer patients, so my husband’s oncologist advises against taking it @ this time.
0	Take an unproven vaccine whose manufacturers won't even take responsibility for bad outcomes, to avoid the sniffles? Nope.
0	If your agents ever show up on my property with a "vaccine", I'll teach you a lesson you'll never forget.
1	Thank you for your enormous work, so difficult in this moment. Vaccination is an act of civilization. We have to take care of each other. #iamhere
0	I will never take that vaccine hell no people are dying from this vaccine I don't care what anyone says
1	TOGETHER WE FIGHT AGAINST COVID-19
0	It’s not anti vaccines it’s that we have woke the hell up to your plans
0	C'mon man! Now...here's the deal... The doc died from the vaccine. CASE CLOSED!
1	watin for the vaccine, definately getting it
0	The virus isn't deadly enough, let's make a deadlier vaccine.
1	Vaccine manufacturers are given protection because extremely rare (less than 1:1,000,000) side effects don’t outweigh the overall good that vaccines do but would bankrupt any pharmaceutical company that made them through civil suits
1	FIRE them for being stupid. Unless you have a history of severe allergies and anaphylaxis you should be getting the vaccine. These people will go straight to hell for their selfishness and putting other at risk.
0	i dont want your bloody vaccine
0	I won't be taking the vaccine especially after what the flu vaccine did to me
1	COVID-19 : I Love Infecting And Killing People Vaccine : IM GOING TO END THIS VIRUSES CARRER
1	Let's see just how much we can get away with"
1	Imagine spending years and thousands of dollars in education and training to become a doctor only to have somebody say “I don’t trust you I know my child’s health better than you”
1	Wow a lot of anti vaxxers in the comment. I can't wait to get my second shot soon!
0	I'll never take your Covid shot!!!!
0	The Great Reset or do they mean the great culling don't forget your vaccine folks.  OPEN YOUR EYES PEOPLE.   (These pricks will kill you.) If we cannot see the big picture by now (agenda21)  what hope have we got?   Good luck everyone.
0	Do not take vaccine, don't listen to fauci aka dr fraud.
1	I would feel like a complete fucking scum if the earth, if I found I accidentally spread the virus and someone died because of my inaction.
1	got my second dose last week no sideeffects. Feels great!!
0	This is my body I am not cattle on a farm to be I injected by a public health official that views me as a HERD of infectios wild animal
1	I just had my first dose today and have no side effects what so ever and I never felt the needle go in either
1	No, they're not. These vaccines went through the exact same process that any other drug goes through. It went faster because the vaccines had top priority and were able to jump the line ahead of every other drug the FDA was evaluating. In other words, no steps in proving effectiveness or safety were skipped. These same mullets who are saying they don't trust the vaccine are the same ones that demand we "listen to the science". Oh the irony.
1	Many health agencies across the globe have found the vaccine to be safe. The benefits of the vaccine are not only preventing infection for yourself (thus preventing your own death and long term health effects from covid), but also should include slowing the spread of covid and preventing you from transmitting it others.
0	Just passing this on  I have carefully studied the development of the covid vaccines and many things about them are very concerning to me:   First of all, up until this point there has never been any successful vaccine for coronaviruses in humans due to a problem typical of coronavirus vaccine development called antibody dependent enhancement or ADE. [1] In preliminary animal trials for previous coronavirus vaccines (SARS and MERS), animals were vaccinated and seemed to exhibit a robust antibody response, but upon exposure to the wild virus, they developed a paradoxical immune enhancement leading to severe organ inflammation (especially in lungs), and they died. [2][3] Paradoxical immune response in coronavirus vaccines has also taken place in human trials, which occurred during testing of the failed RSV vaccines of the 1950s. [4] Alarmingly, there are some statistical indications of ADE in covid vaccine trials, but there is no way to know for sure because many key signifiers of ADE weren’t specifically addressed. [5] Due to emergency protocol, the usual method of testing animals prior to humans was bypassed, limited animal testing occurred in parallel with humans, and the potential for ADE was not comprehensively assessed. [6] [7] Historical precedent would suggest, however, that ADE is a distinct possibility, and we may not know the true negative effects until years from now when vaccinated persons are exposed to SARS-CoV-2 or genetically similar versions of coronavirus. [8]   Second, the Pfizer and Moderna vaccines contain lipid nanoparticles that are “PEGylated”, meaning the nanoparticles are coated with PEG (polyethylene glycol).[9] PEGs can lead to life threatening anaphylaxis or other conditions such as thrombocytopenia. [10] [50] Such reactions are already occurring during the initial vaccine rollout and PEGs are the most likely culprit. [11] Approximately 72% of the US population have PEG antibodies, with 8% having extremely elevated levels (more than 500 ng/mL), putting them at risk for severe allergic reaction and/or future autoimmune disorders. [12] These reactions were totally predictable, with many experts warning of the danger posed by PEGs [13][14][15], yet participants with a history of severe allergic reaction were excluded from the trials, serving to obscure the actual negative impact PEGs will have now that these vaccines are being given to members of the public who have not been screened for PEG antibodies. [16] Also, there is some worrying evidence to suggest that PEGs cross the blood-brain barrier and accumulate in the brain, possibly causing inflammation and/or autoimmune conditions, a fact gleaned from previous animal studies on mRNA vaccines. PEGs were found to be distributed across a spectrum of tissues including the brain. [52] Additionally, nanoparticles (such as PEGylated hydrogel) are known components for state of the art medical interventions, including biosurveillance technology currently being developed by DARPA and companies like Profusa Inc. [17][18][19][20][21] The secretive nature of this technology necessitates a knowledge gap between developers and the general public, so although my research efforts have yet to verify a direct functional relationship between PEGylated nanoparticles used in covid vaccines and biosurveillance, I personally do not relish the prospect of being injected with such given their association with biosurveillance technology of the military industrial complex.   Third, it is impossible to ascertain long term safety because of the foreshortened timeframe of Operation Warp Speed. [22] Vaccines should be tested for multiple years to adequately assess their longterm effects. [23] Short term safety is questionable too, as much of the data is still unavailable, and the current reports on safety and efficacy essentially amount to self-reported press releases from these companies themselves. [24]   Fourth, the efficacy number of 90% for Pfizer and 94% for Moderna is statistically misleading, reporting a relative reduction instead of absolute reduction of risk*. Also, the trials only assessed these vaccines’ ability to prevent mild symptoms and NOT their ability to prevent transmission. [25] If they don’t prevent people from transmitting the virus (especially when safer, cheaper drugs like Ivermectin do) [26] [27] what’s the point?   Fifth, these are NOT vaccines in the normal sense. They are mRNA vaccines, which utilize a completely different process for achieving disease protection**; mRNA vaccines seek to introduce messenger RNA into the body in order to “trick” cells into producing immunogens, which then stimulate an immune response. [28] These vaccines are the first of their kind ever to gain authorization. [29] Current vaccinations are essentially an extension of phase 3 of the trials. [30] Because of the lack of long term safety assessment and the new nature of this technology, people are participating in a mass human experiment with no way of knowing the long term health effects these could cause. Many problems from vaccines are known to have an incubatory period and do not manifest until much later, which is why testing needs to occur for multiple years in order to adequately assess risk. [31] One such problem currently being discussed is the mRNA technology’s possible impact on female fertility, as it encourages the production of antibodies against a SARS-CoV-2 spike protein that contains a very similar protein crucial for the development of placenta called syncytin-1. This could interfere with the reproductive process by encouraging the immune system to react against syncytin-1, thereby disrupting placental development. [32] The vaccines’ impact on fertility is currently unknown as animal reproductive toxicity studies have not been completed. [33]   Sixth, there was a signature for many different problems seen in the various trials and initial rollout for these vaccines, problems that are concurrent with commonly documented vaccine injuries. Injuries that did occur in the various trials/rollout have included, but are not limited to, anaphylaxis, Bell’s palsy, transverse myelitis, multi-system inflammatory syndrome, encephalomyelitis, idiopathic thrombocytopenia purpura, and death. [34] [35] [36] [37] [50] [51]   Seventh, and perhaps most importantly, the movement toward potential vaccine mandates or other coercive policies violates humanity’s most universally accepted principles of human rights and medical ethics, especially for a medical intervention with so many known and unknown safety/efficacy concerns. The absolute bedrock of medical ethics is the right to informed consent, as individuals must be made fully aware of all the potential benefits and risks associated with a medical intervention, while still maintaining the right to decline that intervention should they so choose. [41] Mandates or coercive measures fundamentally violate historical safeguards humanity has put in place to protect us from the ever present threat of medical tyranny, including the Nuremberg Code, the United Nations’ International Covenant on Civil and Political Rights, and UNESCO’s Universal Declaration on Bioethics and Human Rights. [42] [43] [49] Such would also be in violation of the Hippocratic Oath, for not only do oath keepers pledge first to do no harm, but also to treat the needs of the patient. [44] This implies that a doctor’s duty primarily pertains to the needs of the individual before the needs of the collective, a vital distinction made by Hippocrates and understood for nearly 2 millennia. [45] [46] Privileging the needs of the collective is a “fallacy of misplaced concreteness”. [47] While individual need is directly apprehensible and consensual, collective need is an abstract, subjective concept not easily defined. And yet who usually gets to define this concept? Such is most often defined by those in power with the most means to influence institutional narratives, turning medical professionals who treat the needs of the collective according to this definition into mere extensions of that power at the expense of individual informed consent.
0	Vaccines are part of an agenda the elites created for depopulation they’re killing our babies with these “safe” vaccines.
0	People can keep libeling up for the vaccine me and my kudos pass are to any one wanting it .
1	Anti vaxxers are misinforming ignorant people. I trust science and would definitely get the vaccine.
0	Never never never
1	I don’t get flu shots never have. I will get covid vaccine since it does not require annual shots.
1	’m willing to get a vaccine when it’s my turn, but as a healthy adult, it says there are 268.7 million people ahead of me.
0	Anyone here can have my share....Cheers
0	Dont get that bullcrap vaccine near my kids
0	This has not been engineered to stop by vaccine!
0	Go to Hell with this vaccin.....
1	The side effects are being healthy
0	This dude is a gate keeper ! a mouthpiece for big pharma !
1	I'm happy that people are really trying so hard to save our lives and we are really thankful for this amazing news may we all be healthy and safe
1	I'm a nurse and I'm getting my first dose of Moderna tomorrow.
0	Listen to my goon,my sheep.
1	Side effects are rare and mild. I'm taking the vaccine!
0	Some people are dying from the vaccine no one reporting
0	This commercial has been brought to you by Pharma Inc.
0	MODERNA has violent side effects.
1	Vaccines need to be a law.
1	I took Pfizer yesterday am fatigued and Have chills am Glad I took off today bc I wouldn't have been able to go to work but other than that am fine arm a Lil sore which is to be expected
0	No vaccine for aids, cancer, but in one year y'all have vaccine for covid 🤣🤣 naw I'm good
0	Hell no .They couldn't pay me to take it.
1	I vaccinate because I'm not retarded.
1	Smart man! We need 70% of the population to be vaccinated in order to stop this pandemic in its tracks. Let’s do this people! Everyone wants to go back to normal!
1	Anti Vaxxers should pay for their medical costs if they contact Covid-19
0	As for me and my household, we shall not take this V.
0	Still not getting THIS vaccine and Iâ€™m no anti-vaxxer at all.
0	I got mine yesterday My arm hurts and I feel like I have the flu.
0	That’ll be the Nano technology in your system changing your DNA bruv. good luck to you
1	My elderly mom got her 1st shot yesterday and is doing well..was the mederna brand
1	Vaxxed
0	I just want to see it be used a bit more and see the effects it has before I take it.
1	That is great news. This man is a world treasure.
0	Thx 4 sharing. It helps. I always wondered all that'.
0	NO THEY ARE NOT SAFE!!!! And the W.H.O know this already.
0	Give me 50 grand ill take it otherwise no
1	If the top professionals in health care are having it, then it's good enough for me too
0	I’m not your guinea pig, maybe you are but I’m not.
0	How about inside the lab that created covid-19
1	I’ll receive vaccination. Healthy medical person should be a early adopter or pioneer in Japan. Let’s save the world!
0	Keep up the good work! You have prevented COUNTLESS children from being another vaccine injury story. GOD BLESS YOU ALL!
0	I'm not taking anything I have to sign a waiver on.
0	I won't be taking any covid test, or vaccine and will be encouraging others not to. I haven't worn a mask or washed my hands since the scandemic began and yet here I am fit as a fiddle with my vegan diet. Men who dig pits for others will fall in it themselves.
1	This just proves how much technology has progressed. Vaccines usually take years to devolve and require live samples and now it can be produced with a genetic code on a computer screen.
0	Medical "scientists" , don't know how most Rx drugs work - they have theories about pathways being blocked or opened but not MUCh more.....That's why once an RX drug is FDA approved and then the awful effects unwanted start maiming people THAT's when it gets taken OFF the experiment on people/market...
1	If this vaccine comes out, I'm gonna be the first in line to get it. It is gonna be as refreshing as waking up from a nightmare
0	Would rather have the virus then go anywhere near the vaccine, never trust a jobsworth
1	Looks in antivaxxers head:nope no sign of a brain
0	Ok so basically they ramping up death shots got it
1	I have a Rammstein concert in September so y'all better get your vaccination.
0	Why do I need it if my body fights it off naturally.
1	What a relief. My mother received her first dose on Saturday. She is 70, with COPD, and she has hunkered down for this entire pandemic. To think that, once the vaccine does its job, she can survive this virus as if it were a cold? Well, it is simply a huge relief.
1	Absolutely yes. If there were substantial negative side effects we’d have seen them by now. That’s what such extensive trials are for.
1	will help to break the chain of transmission of COVID-19
0	My mother died of covid one week ago 5 or 6 days after receiving the first dose of the vaccine...i will never take it
0	I'm anti government, anti system, anti a lot of things, not anti vax. But in this particular case, i'm not taking the vaccine. I don't want things to go "back to normal". I want things to become better. So this is my form of protest kind of (i'm in Germany)
0	I’ve already recovered from covid and we don’t know if it’ll throw our immune system into overdrive from it
1	WTF antivaxxers youre crazy
0	I won’t be having a rushed vaccine, perhaps when they understand the side effects and that won’t be for quite a while yet.
1	Her being against vaccines because she had a bad reaction, is like someone say is against exercise and is bad for you, because she sprained her ankle once.
0	When the government says safe and effective so many times I know I should run for the hill
0	I don’t mind to be the last person on earth to take the vaccine
1	We take Vaccines and medicines so we dont die at 50 like they did 200 years ago. Its not rocket science
1	So we apparently know nothing about this virus yet weve managed to develeop a "vaccine" in 9 months
0	I WOULD RATHER LIVE ON A CYBER DUMP THAN TAKE THIS
0	The work you are doing is incredible and you've helped create probably the most powerful movement on the truth about vaccines. Well done to you all. Keep it up and more and more people will awaken to the lies and deception.
1	Order aside, I just wish they'd accelerate things. On a per capita basis we're roughly 30th of 50 states. Embarrassing, and unacceptable.
0	I, a New York citizen, Stand in total agreement with the Californians! 💯% No poison for me! 🙅🏾♀
1	I wish there was a way to make being antivax punishable by death. That is the only thing that can stop them.
0	DON'T GET THE VACCINE My friend got covid and recovered in just a few days. Nothing super significant about that right? Wrong! He has CF (cystic fibrosis) which is a major issue with the lungs. Research says that people with pre-existing diseases WILL die if they get covid. Like I said, he was fine. He told me it was nothing more than an intense flu. In just a few days, he got over it. One last thing, HE DID NOT HAVE THE VACCINE. Besides, do people really know what is actually in this Vaccine? This could be the easiest way ever that whoever made these "vaccines" take over the world. All they would need to have done is put some sort of devise in with the vaccine that enables them to access the brain, and ta da, they take over. (Just sayin.)
0	side effects, just like covid symptoms hahaha.
0	The guy said mRNA have not been relatively used before, actually mRNA vaccines have never been used before covid
1	Had Trudeau done this last May instead of pandering to the likes of Chi*a we would have our own vaccines by now and able to sell or give to other countries.
1	We can’t put in to words how excited we were to give 97 year-old Facey patient Ruth Zamora the first dose of vaccine at our newly opened vaccination clinic in Mission Hills this morning.
0	These doctors are eugenicists. Psycopaths.
0	I had a flu shot years ago and I have a permanent side effect. Tendentious in my right ankle. But never again for me.
0	Nothing beats a strong immune system. There is no money in it.
1	If not enough people vaccinate, then there doesn't form an immunity for everyone.
0	One word: "NEVER"
1	Grateful to receive my first dose of the Vaccine!
0	Thalidomide was said to be safe My mother was offered it but refused.
0	My mom got transverse myelitis from a flu shot.. it has ruined her life...
0	Dont care how you make it look like I'm not taking it until a year or so. Wait for others to be the test dummies.
1	I hope Pfizer can match the expected production. Would be nice to have 100 million doses per month.
1	It varies a lot by socio-economic status and race. FWIW, I don’t know any anti-vaxxers either.
1	It would be great if the city had more appt. only vaccine clinics vs. the mass vaccination clinics without appointments. Most people are working and can't wait around for hours to get the vaccine. An appt. would allow people to schedule time off from work to get their vaccine.
1	I don’t care about “herd immunity” so long as I’m protected against COVID. If others want to reject vaccination, they can please themselves. I’ll be getting vaccinated.
0	The Large drug companies are already asking for indemnity against prosecution against future unintended side effects of any C19 vaccine , very confidence inspiring that is !
1	Mayors, governors, the President, etc. should be vaccinated immediately. Regardless of their political beliefs its critical that the people running our governments are healthy and on the job. Remember what happened when Trump got sick? The Government went into free fall and there was serious concerns about who was making critical decisions. You don't want that even on a state or local level.
1	i would love you not to vaccinate your kids if you do have one, so there would be less retards like you in this planet bcs they died at the young age
1	I'm unaware of any anti vaxxers I know IRL, I am however aware of people who do not want to get the covid vaccine, though I think they have been coming around on it lately.
0	Whoever wants mine can have it I don’t want or need it if I die from it my blood is on the democrats they brought this crap to the United States to steal our election
1	Goes right along with Qanon and election fraud. The land of the ill informed.
1	Take the vaccine live for the gang ðŸ’¯
1	the risks of getting vaccinated are very very low but the risks of not getting vaccinated are very high.
0	Give it to the pigs first.
0	Vaccines will go down as the biggest fraud in medical history in 20 years
0	They can have mine. I am a Senior an don't plan to use one.
0	No vaccine for me.
1	There is a lag Between getting #Covid19vaccination & Protection. Vaccine protects most, but not all infection. Vaccines don’t work Retroactively. Certain Variants could be less Susceptible to vaccines. Vaccines prevent disease but not all infection.
1	Got my first vac today. I have to wait 3 wks for the second vac. Glad I'm getting it done. No more worries!
0	😐Its gonna be a NO for me.
1	mRNA is located outside the nucleus of your cells (in the cytoplasm where it will be translated into protein), so no, it will not alter your DNA or 🧬 code.
0	WHAT HAPPENED ABOUT JOHNSON & JOHNSON COVID-19 VACCINE? IT WAS READY AT THE SAME TIME OF PFIZER VACCINE.
0	My body, my choice.
0	More than 20 people vaccinated with the pfizer vaccine died in Norway.
1	I read all these anti-vax comments and I think to myself: I don't want to live on this planet anymore.
1	A miracle.
1	Doctors have the Effective Covid-19 vaccine the Pandemic Comes to an End June 2021!
0	Y’all finna turn into zombies
0	Nope. My children will not have it. There is zero research about how children will react to it.
0	Take fresh herbs they are all antiviral and stop worrying..The reason they wish so many vaccinated is to eliminate the control group. Yes, I do believe we can improve our immune systems functions of working to protect us. I just disagree with the methods used and imposed upon us. Vaccinations are toxic by their ingredients and cause an inflammatory response and in some cases can knock the immune system well off kilter. Building health with fresh herbs that are antimicrobial and antiviral, antibacterial etc, has no such issues. Mother nature has all the kindness, mans science has all the cut burn and poison. Which many of us now are trying to recover from.
1	Update. I’m 5 days post first injection all is well
1	I'ma take it
0	What about the ingredients? Never hear about them. No thank you!
0	Let the Sheeple get the vaccine, its going to be interesting watching the results. We are going to sit back and see what happens to these people after getting the vaccine.
1	If you have allergies to vaccines dont get them but dont prevent others from getting them.
1	Poison..no.i will NOT GET IT
0	Angelo Me too I'm not having this poison in my body just to be a rat on a wheel
0	You can have mine, I’ll pass!
1	I just got my vaccine yesterday. My body feels so heavy especially my left arm.
1	Got my Pfizer vaccine 1st dose today, about 8 hours ago. Feels about the same as a flu shot. Shoulder a bit sore, a bit fatigued. I think after a good nights sleep tonight I'll be fine
0	Id like to know the death tole from these vaccines a year from now
